"","model_id","location","energy_score","brier_score_point","brier_score_dist","n","interval_coverage_50","interval_coverage_90"
"272","blab-gisaid_hier_mlr","MN",1.45757984104099,0.252120150915069,0.264404189082934,303,0.879338842975207,0.97603305785124
"273","blab-gisaid_hier_mlr","NE",0.00833653437434894,0.0060593564913448,0.00656481457642666,3,1,1
"274","blab-gisaid_hier_mlr","NJ",0.690649191924035,0.164491884085316,0.166698956902661,403,0.940566302214746,0.979814970563499
"275","blab-gisaid_hier_mlr","NV",NA,NA,NA,0,1,1
"276","blab-gisaid_hier_mlr","NY",0.912199848031753,0.190718252093064,0.191305315655438,258,0.934782608695652,0.976662404092072
"277","blab-gisaid_hier_mlr","OR",0.924439029110672,0.190481234109427,0.192748725060464,95,0.942006269592476,0.990595611285266
"278","blab-gisaid_hier_mlr","PR",1.34549523437021,0.293187600346221,0.297132294095562,330,0.877003699136868,0.963316892725031
"279","blab-gisaid_hier_mlr","TX",0.329433072780798,0.17002140014024,0.182630769097339,32,0.999726327312534,0.999726327312534
"280","blab-gisaid_hier_mlr","UT",0.532110790062387,0.147569983894672,0.148078161511282,14,1,1
"281","blab-gisaid_hier_mlr","VA",0.878796099105255,0.282064493519211,0.286686761317557,218,0.952433324168271,0.985152598295298
"282","blab-gisaid_hier_mlr","WA",0.663869513012597,0.233838686566458,0.237885603469044,140,0.965800273597811,0.991336069311445
"283","blab-gisaid_hier_mlr","WI",0.215918306861726,0.0925761610913245,0.0994729537618567,12,0.998412698412698,0.998412698412698
